id,X,Y,Unique_Squirrel_ID,Shift,Date,Age,Primary_Fur_Color,Location,Specific_Location,Running,Chasing,Climbing,Eating,Foraging,Other_Activities,Kuks,Quaas,Moans,Tail_flags,Tail_twitches,Approaches,Indifferent,Runs_from
159,-73.957219204335004,40.793152905977898,35E-PM-1006-01,PM,2018-10-06,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
160,-73.971230886439400,40.771453484737897,9G-AM-1007-04,AM,2018-10-07,Adult,Gray,Above Ground,,False,False,False,False,False,grooming,False,False,False,False,False,False,False,False
161,-73.975867614425496,40.770167158193900,5D-PM-1018-03,PM,2018-10-18,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
162,-73.969058856545004,40.776635622697903,14F-PM-1012-06,PM,2018-10-12,Adult,Cinnamon,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
163,-73.963846339803993,40.783405171622597,23F-AM-1018-01,AM,2018-10-18,Adult,Cinnamon,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
164,-73.959764277842694,40.797636800391501,39A-PM-1014-02,PM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
165,-73.974569135301806,40.777103558929802,13A-PM-1014-03,PM,2018-10-14,Adult,Gray,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
166,-73.974870641558397,40.774417496507198,10B-AM-1006-02,AM,2018-10-06,Juvenile,Gray,Above Ground,High in a tree,False,False,False,False,False,,False,False,False,False,False,False,False,False
167,-73.959720596632394,40.796940951013298,38B-AM-1019-01,AM,2018-10-19,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
168,-73.971086588090998,40.771970323517799,9G-PM-1007-06,PM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
169,-73.958535640774002,40.798273789699799,40B-AM-1019-02,AM,2018-10-19,Juvenile,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
170,-73.958770180151006,40.793412394152803,35D-PM-1013-04,PM,2018-10-13,Juvenile,Gray,,,False,False,False,False,False,,False,False,False,False,False,False,False,False
171,-73.970727405575502,40.772388908037698,10G-PM-1017-10,PM,2018-10-17,Adult,Gray,Ground Plane,,False,False,False,False,False,playing (with #9),False,False,False,False,False,False,False,False
172,-73.972006506661799,40.776404378292398,13C-AM-1010-04,AM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
173,-73.961806463915295,40.792158440043004,32C-PM-1013-12,PM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
174,-73.955443239329497,40.794566905444903,37F-PM-1014-01,PM,2018-10-14,,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
175,-73.961378052254204,40.790786197110997,31D-PM-1006-04,PM,2018-10-06,Adult,Gray,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
176,-73.964690143232801,40.775995869679001,15I-PM-1012-03,PM,2018-10-12,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
177,-73.969082832517898,40.781803817227498,19C-PM-1018-04,PM,2018-10-18,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
178,-73.970877586443294,40.772473633537999,10F-PM-1019-12,PM,2018-10-19,Adult,Black,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
179,-73.969105065601298,40.780813953822197,18C-PM-1018-01,PM,2018-10-18,,Black,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
180,-73.976843463508402,40.772849403874403,7B-AM-1008-11,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
181,-73.955381181043407,40.797089500793099,40E-AM-1014-02,AM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
182,-73.958846841309395,40.796385229901198,38B-AM-1019-05,AM,2018-10-19,Adult,Gray,Above Ground,,False,False,False,False,False,sitting still,False,False,False,False,False,False,False,False
183,-73.978813817296199,40.769300175476900,3B-AM-1010-09,AM,2018-10-10,Juvenile,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
184,-73.970016203407297,40.781527747958798,19B-AM-1019-02,AM,2018-10-19,Juvenile,Gray,Ground Plane,,False,False,False,False,False,posing,False,False,False,False,False,False,False,False
185,-73.957052877042699,40.799097380414899,41B-AM-1010-07,AM,2018-10-10,Adult,Cinnamon,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
186,-73.973548953792800,40.768125791152301,4G-AM-1006-02,AM,2018-10-06,,Gray,Above Ground,tree,False,False,False,False,False,sitting in tree,False,False,False,False,False,False,False,False
187,-73.969550796515506,40.774307042343501,12F-PM-1007-04,PM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
188,-73.978710506965697,40.769370813387297,3B-AM-1010-08,AM,2018-10-10,Juvenile,Gray,Above Ground,,False,False,False,False,False,together w/ #7,False,False,False,False,False,False,False,False
189,-73.965165488799101,40.777780600695102,17H-PM-1007-02,PM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
190,-73.953769129875198,40.794127259979703,38G-PM-1020-01,PM,2018-10-20,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
191,-73.976483997306801,40.769172532697603,4D-PM-1008-06,PM,2018-10-08,Adult,Cinnamon,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
192,-73.973777361331102,40.767366261101500,3G-PM-1013-01,PM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
193,-73.965796978968996,40.776040284284498,15H-PM-1008-03,PM,2018-10-08,Adult,Gray,Ground Plane,lawn moving east over Park path,False,False,False,False,False,not sure walk-pause-walk,False,False,False,False,False,False,False,False
194,-73.967933634179303,40.775418657964700,14G-PM-1013-01,PM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
195,-73.976110706535295,40.769642060286003,5D-AM-1020-01,AM,2018-10-20,Adult,,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
196,-73.977161468661606,40.770967798324698,5C-AM-1006-02,AM,2018-10-06,Adult,Cinnamon,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
197,-73.951074758630099,40.797310683395096,42H-AM-1019-02,AM,2018-10-19,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
198,-73.959801584280598,40.797352274423702,38A-PM-1013-03,PM,2018-10-13,Adult,Gray,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
199,-73.971872910167605,40.770369262137102,7G-PM-1018-05,PM,2018-10-18,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
200,-73.963877457954894,40.791353212914800,31A-AM-1010-05,AM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,False,False,jumping,False,False,False,False,False,False,False,False
201,-73.967953816334102,40.783710369690603,22C-AM-1013-03,AM,2018-10-13,Juvenile,Cinnamon,Ground Plane,,False,False,False,False,False,eating (mushroom),False,False,False,False,False,False,False,False
202,-73.956472410404800,40.793605550816203,36F-PM-1012-04,PM,2018-10-12,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
203,-73.977082441225207,40.770996130945697,5C-AM-1006-03,AM,2018-10-06,Adult,Gray,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
204,-73.967764618717098,40.774649280633298,13H-PM-1010-05,PM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
205,-73.971076019686805,40.772550600678898,10F-PM-1019-02,PM,2018-10-19,Juvenile,Gray,Ground Plane,"Behind fence, grass",False,False,False,False,False,,False,False,False,False,False,False,False,False
206,-73.971129849113197,40.767690260354300,5I-PM-1008-01,PM,2018-10-08,Adult,Black,Above Ground,in tree by arsenal - climbing,False,False,False,False,False,,False,False,False,False,False,False,False,False
207,-73.970275580514098,40.778354779522203,16D-PM-1010-13,PM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
208,-73.963883716034104,40.780974790083299,21G-AM-1014-07,AM,2018-10-14,Adult,Gray,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
209,-73.968367485157003,40.783847264481501,22B-PM-1014-05,PM,2018-10-14,,Gray,Ground Plane,,False,False,False,False,False,eating (eats with head tilted far to the right (tooth issue?)),False,False,False,False,False,False,False,False
210,-73.977257656124394,40.767989509396301,3D-AM-1006-08,AM,2018-10-06,Adult,Cinnamon,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
211,-73.951963991880405,40.794991170239200,39H-AM-1007-01,AM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
212,-73.975427036898395,40.770241150230802,6D-PM-1020-01,PM,2018-10-20,Adult,Gray,Ground Plane,Baseball field,False,False,False,False,False,,False,False,False,False,False,False,False,False
213,-73.971232730851199,40.774870290921797,12E-PM-1018-06,PM,2018-10-18,Juvenile,Cinnamon,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
214,-73.971231871264294,40.777305309965698,14D-PM-1019-04,PM,2018-10-19,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
